domain	utterance	intents
alarm	Wake me up alarm at 7 am tomorrow	[IN:CREATE_ALARM]
alarm	Set a go to gym alarm	[IN:CREATE_ALARM]
alarm	Set up a bedtime alarm for tonight	[IN:CREATE_ALARM]
alarm	Make me an alarm to wake me up tomorrow at 6 am	[IN:CREATE_ALARM]
alarm	Alarm for wake up tomorrow	[IN:CREATE_ALARM]
alarm	An alarm to alert me for lunch tomorrow	[IN:CREATE_ALARM]
alarm	Schedule a bed time alarm for tonight	[IN:CREATE_ALARM]
alarm	Make an alarm for lunch tomorrow at 12 pm	[IN:CREATE_ALARM]
alarm	Create a wakeup alarm for tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm for swimming	[IN:CREATE_ALARM]
alarm	set a sleep alarm for 10pm tonight	[IN:CREATE_ALARM]
alarm	set a payment reminder alarm for Friday 15th	[IN:CREATE_ALARM]
alarm	Create an alarm at 12pm to take my pills	[IN:CREATE_ALARM]
alarm	Activate my work alarm	[IN:CREATE_ALARM]
alarm	Set an alarm called go to bed	[IN:CREATE_ALARM]
alarm	set an online check-in alarm for 11am tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm to eat lunch	[IN:CREATE_ALARM]
alarm	set a lunch time alarm for noon	[IN:CREATE_ALARM]
alarm	Create an alarm at 7am called 'get up'	[IN:CREATE_ALARM]
alarm	set a morning tea alarm for 10am	[IN:CREATE_ALARM]
alarm	make an afternoon tea alarm for 3pm	[IN:CREATE_ALARM]
alarm	set a bedtime alarm for 9pm	[IN:CREATE_ALARM]
alarm	Make an alarm called appointment for next monday	[IN:CREATE_ALARM]
alarm	Create an alarm named appointment for friday at 10am	[IN:CREATE_ALARM]
alarm	Create get up alarm for 6am	[IN:CREATE_ALARM]
alarm	Set an alarm for tomorrow at 2pm called meeting	[IN:CREATE_ALARM]
alarm	Can you create a bed time alarm for tonight?	[IN:CREATE_ALARM]
alarm	I need an alarm for next Tuesday called meeting	[IN:CREATE_ALARM]
alarm	Set an alarm called work for tomorrow at 6am	[IN:CREATE_ALARM]
alarm	For friday please make an alarm called lunch	[IN:CREATE_ALARM]
alarm	Make a goodnight alarm for tonight	[IN:CREATE_ALARM]
alarm	Set a go to school alarm for 7am tomorrow	[IN:CREATE_ALARM]
alarm	Make an alarm for tomorrow at 7pm called dinner	[IN:CREATE_ALARM]
alarm	Wake me up tomorrow with a wakeup alarm at 5am	[IN:CREATE_ALARM]
alarm	Set insulin alarm for 9am.	[IN:CREATE_ALARM]
alarm	Put in a go to sleep alarm for 11pm tomorrow	[IN:CREATE_ALARM]
alarm	Set an airport alarm, please.	[IN:CREATE_ALARM]
alarm	Make an alarm called wakeup at 6pm tonight	[IN:CREATE_ALARM]
alarm	Remind me to go to bed at 10pm tonight.	[IN:CREATE_ALARM]
alarm	Make a wakeup alarm for 6:36am in the morning	[IN:CREATE_ALARM]
alarm	Make alarm 6am name it wake up	[IN:CREATE_ALARM]
alarm	Set an alarm for Mum's dinner at 5pm tomorrow.	[IN:CREATE_ALARM]
alarm	Create sleep alarm 10pm	[IN:CREATE_ALARM]
alarm	Set a go to sleep alarm at 9 tonight	[IN:CREATE_ALARM]
alarm	New alarm called Wake up now for 7am	[IN:CREATE_ALARM]
alarm	Please set an alarm for 2.45pm tomorrow to remind me to collect the kids from school	[IN:CREATE_ALARM]
alarm	New alarm name it leave house now 8am	[IN:CREATE_ALARM]
alarm	Create a new alarm for dinner at 6.00pm today	[IN:CREATE_ALARM]
alarm	Set alarm for 10pm and call it go to sleep	[IN:CREATE_ALARM]
alarm	Create an alarm called 'sleep now' for midnight	[IN:CREATE_ALARM]
alarm	Set alarm to leave home	[IN:CREATE_ALARM]
alarm	Set an alarm for 10am on Friday called 'meeting'	[IN:CREATE_ALARM]
alarm	Set an alarm called leave home alarm	[IN:CREATE_ALARM]
alarm	Create morning alarm	[IN:CREATE_ALARM]
alarm	Turn on cook dinner alarm at 6pm	[IN:CREATE_ALARM]
alarm	Create a 'bed' alarm 10pm	[IN:CREATE_ALARM]
alarm	Turn on an alarm called goto gym	[IN:CREATE_ALARM]
alarm	I need a 'wake me' alarm for 7am	[IN:CREATE_ALARM]
alarm	Turn on my 3pm alarm to go to bed	[IN:CREATE_ALARM]
alarm	Activate 'bed' alarm for 10pm	[IN:CREATE_ALARM]
alarm	create go home alarm at 7pm	[IN:CREATE_ALARM]
alarm	Activate 'wake me' alarm for 7am	[IN:CREATE_ALARM]
alarm	arrange alarm to wakeup at 7 am	[IN:CREATE_ALARM]
alarm	Create wakeup alarm for tomorrow at 6am	[IN:CREATE_ALARM]
alarm	Set a church alarm for 9:00am	[IN:CREATE_ALARM]
alarm	Create a go to sleep alarm tomorrow at 10pm	[IN:CREATE_ALARM]
alarm	install an alarm for thursday at 9 am to wakeup	[IN:CREATE_ALARM]
alarm	Please set a wake up alarm	[IN:CREATE_ALARM]
alarm	Set a yoga time alarm.	[IN:CREATE_ALARM]
alarm	Set a take medication alarm	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 6am with no snooze option	[IN:CREATE_ALARM]
alarm	Set morning alarm	[IN:CREATE_ALARM]
alarm	Add a new alarm called Get Up for every weekday at 5am	[IN:CREATE_ALARM]
alarm	Create a work alarm for Tuesday morning at 7am	[IN:CREATE_ALARM]
alarm	Hey Siri, add a new alarm for tomorrow morning at 6am called Morning Run	[IN:CREATE_ALARM]
alarm	Set wake up alarm for Sunday 8am	[IN:CREATE_ALARM]
alarm	Please create a new alarm for tomorrow night for dinner.	[IN:CREATE_ALARM]
alarm	Set a go to bed alarm at 8:30pm	[IN:CREATE_ALARM]
alarm	Add a new alarm for my friends birthday at 6pm Monday evening	[IN:CREATE_ALARM]
alarm	Delete all alarms	[IN:DELETE_ALARM]
alarm	Create a wakeup alarm for tomorrow.	[IN:CREATE_ALARM]
alarm	Set a wake up alarm for tomorrow at 9am	[IN:CREATE_ALARM]
alarm	Make a new alarm at 7am named school.	[IN:CREATE_ALARM]
alarm	Set a cooking reminder alarm for 8pm	[IN:CREATE_ALARM]
alarm	I want to set a wakeup alarm for tomorrow.	[IN:CREATE_ALARM]
alarm	Set a reminder alarm at 2pm today	[IN:CREATE_ALARM]
alarm	Set new alarm called medicine.	[IN:CREATE_ALARM]
alarm	At 5pm set an alarm called home time	[IN:CREATE_ALARM]
alarm	I want to create a wakeup alarm.	[IN:CREATE_ALARM]
alarm	At 4pm today set me a reminder alarm	[IN:CREATE_ALARM]
alarm	Set work alarms	[IN:CREATE_ALARM]
alarm	Set up a wake up alarm for tomorrow.	[IN:CREATE_ALARM]
alarm	Create an alarm called work for 5 am on monday	[IN:CREATE_ALARM]
alarm	make an alarm for the baking for an hours time.	[IN:CREATE_ALARM]
alarm	Set a coffee break alarm.	[IN:CREATE_ALARM]
alarm	Set an alarm to remind me about the baking at 4PM	[IN:CREATE_ALARM]
alarm	Set work alarms for 5 am weekdays	[IN:CREATE_ALARM]
alarm	Delete the alarm called Wake Up	[IN:DELETE_ALARM]
alarm	Set work alarm for 5 am every monday	[IN:CREATE_ALARM]
alarm	Cancel wake up alarm.	[IN:DELETE_ALARM]
alarm	Set an alarm for noon called meeting.	[IN:CREATE_ALARM]
alarm	Wake me up at 9am with 'Awake' alarm	[IN:CREATE_ALARM]
alarm	I need an alarm for Friday 25 June to call my sister Margaret. Name it Margaret's birthday.	[IN:CREATE_ALARM]
alarm	Set go to school alarm  for the morning	[IN:CREATE_ALARM]
alarm	Set up an alarm for next Wednesday 2pm. Call it Andrew School Pick up.	[IN:CREATE_ALARM]
alarm	Set Job Interview reminder at 3pm	[IN:CREATE_ALARM]
alarm	Create an alarm for 6am, called jog.	[IN:CREATE_ALARM]
alarm	Set an alarm for 5.30 called 'lock up chickens'	[IN:CREATE_ALARM]
alarm	Time to get up alarm	[IN:CREATE_ALARM]
alarm	Make an alarm for 1.30pm tomorrow called 'Doctor's appointment'	[IN:CREATE_ALARM]
alarm	Set weekend alarm	[IN:CREATE_ALARM]
alarm	Set a 'turn off screens' alarm for 9pm tonight	[IN:CREATE_ALARM]
alarm	Please set a new nap alarm	[IN:CREATE_ALARM]
alarm	Create an alarm called 'meditate' for 6 in the morning	[IN:CREATE_ALARM]
alarm	New alarm set up for waking	[IN:CREATE_ALARM]
alarm	set a run time alarm tonight	[IN:CREATE_ALARM]
alarm	Set an alarm for bedtime	[IN:CREATE_ALARM]
alarm	set me an alarm for 4am called chores	[IN:CREATE_ALARM]
alarm	Set an alarm for bedtime for 10pm tonight.	[IN:CREATE_ALARM]
alarm	create a go to bed alarm for tomorrow	[IN:CREATE_ALARM]
alarm	Make an alarm called 'Move car' for 11am	[IN:CREATE_ALARM]
alarm	please make a lunch time alarm for 12pm tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm reminding me to wake up at 3pm tomorrow.	[IN:CREATE_ALARM]
alarm	create a noon alarm called homework	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me at 6am	[IN:CREATE_ALARM]
alarm	Set a alarm for bedtime	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me up	[IN:CREATE_ALARM]
alarm	Set a school alarm	[IN:CREATE_ALARM]
alarm	Set alarm called grocery shopping for 2pm tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm for leave for work for everyday 8am	[IN:CREATE_ALARM]
alarm	Set alarm,tomorrow, call doctors, 9am	[IN:CREATE_ALARM]
alarm	Set an alarm called guests for 5pm Friday night called guests	[IN:CREATE_ALARM]
alarm	Set alarm, Friday, pick up kids, 3.30	[IN:CREATE_ALARM]
alarm	Create a new alarm for this evening called 'study'	[IN:CREATE_ALARM]
alarm	Set alarm, tomorrow, news, 5pm	[IN:CREATE_ALARM]
alarm	Make a new alarm called 'school' for tomorrow morning	[IN:CREATE_ALARM]
alarm	Set alarm, Wednesday, Jack, 5.30am	[IN:CREATE_ALARM]
alarm	New alarm titled 'coffee'	[IN:CREATE_ALARM]
alarm	set an alarm to wake up tomorrow at 6	[IN:CREATE_ALARM]
alarm	Set an alarm for tomorrow at 9 AM called 'meeting'	[IN:CREATE_ALARM]
alarm	set an alarm for the dentist tomorrow at 2	[IN:CREATE_ALARM]
alarm	Schedule an alarm called 'flowers' for tomorrow afternoon	[IN:CREATE_ALARM]
alarm	set an alarm to move the car at 3 pm this arvo	[IN:CREATE_ALARM]
alarm	Turn on my 7am work alarm please	[IN:CREATE_ALARM]
alarm	remind me to go to bed tonight at 9	[IN:CREATE_ALARM]
alarm	Set a work alarm for tomorrow please	[IN:CREATE_ALARM]
alarm	Create a reminder alarm.	[IN:CREATE_ALARM]
alarm	Can you please make a nap alarm for 3pm tomorrow	[IN:CREATE_ALARM]
alarm	Set a rise and shine alarm.	[IN:CREATE_ALARM]
alarm	Make a bed time alarm for this evening please	[IN:CREATE_ALARM]
alarm	Make an alarm for Weekly Meeting tomorrow at 9am please.	[IN:CREATE_ALARM]
alarm	Set an alarm for my appointment tomorrow at 2pm.	[IN:CREATE_ALARM]
alarm	Set Workout alarm for today at 2pm.	[IN:CREATE_ALARM]
alarm	Create an alarm to leave home at 6pm on Monday.	[IN:CREATE_ALARM]
alarm	Set new alarm called Rent Due on Friday morning.	[IN:CREATE_ALARM]
alarm	Set an alarm for a power nap.	[IN:CREATE_ALARM]
alarm	Delete Wednesday Workout alarm please.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm to remind me to walk the dog.	[IN:CREATE_ALARM]
alarm	Change Weekly Meeting alarm to Thursday please.	[IN:UPDATE_ALARM]
alarm	Make an alarm  to take my medication.	[IN:CREATE_ALARM]
alarm	Set me an alarm to remind me to go to bed tonight at 9pm.	[IN:CREATE_ALARM]
alarm	Set up an alarm to remind me to stand.	[IN:CREATE_ALARM]
alarm	I'll need a wakeup alarm for tomorrow morning.	[IN:CREATE_ALARM]
alarm	Can you please create an alarm to nudge me to call the bank at noon.	[IN:CREATE_ALARM]
alarm	Set an alarm to go for a run at 5pm tomorrow	[IN:CREATE_ALARM]
alarm	How about you make me an alarm called 'get the heck out of bed'?	[IN:CREATE_ALARM]
alarm	Set an alarm to walk the dog at 9pm tonight	[IN:CREATE_ALARM]
alarm	I really need an alarm to remind me to pack my bags tomorrow at 9am.	[IN:CREATE_ALARM]
alarm	Set an alarm to wake up at 5am on Tuesday	[IN:CREATE_ALARM]
alarm	Set an alarm to go to the gym at 11am on Saturday	[IN:CREATE_ALARM]
alarm	Set an alarm to call Dave at 6pm tonight	[IN:CREATE_ALARM]
alarm	Give me a breakfast alarm for Sunday at 10am	[IN:CREATE_ALARM]
alarm	Set go to sleep alarm	[IN:CREATE_ALARM]
alarm	create gym alarm	[IN:CREATE_ALARM]
alarm	I need a sport alarm for tonight	[IN:CREATE_ALARM]
alarm	create a wakeup for school alarm	[IN:CREATE_ALARM]
alarm	Create a school pick up alarm for 2pm tomorrow	[IN:CREATE_ALARM]
alarm	Set an exercise alarm for 8.30am	[IN:CREATE_ALARM]
alarm	Activate wake up for work alarms	[IN:CREATE_ALARM]
alarm	Set an alarm called 'gym' at 6am	[IN:CREATE_ALARM]
alarm	Create an alarm called 'go to work now'	[IN:CREATE_ALARM]
alarm	Create an alarm for 'Game of Thrones' tonight	[IN:CREATE_ALARM]
alarm	Set pick up kids from school alarm at 3pm	[IN:CREATE_ALARM]
alarm	Make an alarm called'student marking'	[IN:CREATE_ALARM]
alarm	Set an alarm at 10pm called go to bed	[IN:CREATE_ALARM]
alarm	Make a birthday alarm.	[IN:CREATE_ALARM]
alarm	Make a new alarm for the 15th June and call it 'Family Dinner'	[IN:CREATE_ALARM]
alarm	Make alarm to call doctor tomorrow morning	[IN:CREATE_ALARM]
alarm	Activate the sleep alarm for tonight	[IN:CREATE_ALARM]
alarm	Set reminder to take medication at noon	[IN:CREATE_ALARM]
alarm	Can you make me an alarm called 'Yoga' and set it for tomorrow at 6am, please.	[IN:CREATE_ALARM]
alarm	Create wake up alarm for 6am on Saturday	[IN:CREATE_ALARM]
alarm	Add an alarm for tomorrow arvo at 2pm called 'Dentist'	[IN:CREATE_ALARM]
alarm	Set work alarm for tomorrow at 6am	[IN:CREATE_ALARM]
alarm	Set a bedtime alarm	[IN:CREATE_ALARM]
alarm	Schedule alarm for 2pm called 'tv reminder'	[IN:CREATE_ALARM]
alarm	Set a meeting alarm tomorrow at 6	[IN:CREATE_ALARM]
alarm	Set travel alarm for 10th July at 7am	[IN:CREATE_ALARM]
alarm	Schedule cooking alarm at 5am	[IN:CREATE_ALARM]
alarm	I need a medication reminder at 6	[IN:CREATE_ALARM]
alarm	Set alarm for tomorrow called 'appointment'	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 9pm	[IN:CREATE_ALARM]
alarm	Set an alarm called 'work' for 6am	[IN:CREATE_ALARM]
alarm	Set an alarm called Qanda	[IN:CREATE_ALARM]
alarm	Set an alarm for 7.30am called 'school'	[IN:CREATE_ALARM]
alarm	Set an alarm for dinner, please	[IN:CREATE_ALARM]
alarm	Delete alarm called 'work'	[IN:DELETE_ALARM]
alarm	Set a new alarm now for school	[IN:CREATE_ALARM]
alarm	Create take pill alarm	[IN:CREATE_ALARM]
alarm	New alarm. Set an alarm for work.	[IN:CREATE_ALARM]
alarm	Make an alarm that's called wake up for 6am this Sunday	[IN:CREATE_ALARM]
alarm	Set an alarm for me and call it cut potatoes	[IN:CREATE_ALARM]
alarm	Create a work alarm for 5pm	[IN:CREATE_ALARM]
alarm	Create an alarm tomorrow called get up	[IN:CREATE_ALARM]
alarm	Remind me about exercise class tomorrow afternoon	[IN:CREATE_ALARM]
alarm	Set get up alarm for 6am	[IN:CREATE_ALARM]
alarm	create an alarm called lunch tomorrow at noon	[IN:CREATE_ALARM]
alarm	Set up meeting alarm	[IN:CREATE_ALARM]
alarm	Set a takemeds alarm please	[IN:CREATE_ALARM]
alarm	Bed time alarm at 7:30 tonight please	[IN:CREATE_ALARM]
alarm	Turn on weekday alarm	[IN:CREATE_ALARM]
alarm	Make alarm at 2pm tomorrow called 'school'	[IN:CREATE_ALARM]
alarm	Set a sleeping time alarm	[IN:CREATE_ALARM]
alarm	I would like to set an alarm for the morning called 'Josh'	[IN:CREATE_ALARM]
alarm	Set an alarm to take food out of the oven	[IN:CREATE_ALARM]
alarm	Alarm set on the 29th at 2am named 'alive'	[IN:CREATE_ALARM]
alarm	Create an alarm for 5am to wake up	[IN:CREATE_ALARM]
alarm	I want to put a wakeup alarm in for tomorrow afternoon.	[IN:CREATE_ALARM]
alarm	Set an alarm to pick up the kids at 4pm tomorrow	[IN:CREATE_ALARM]
alarm	Set a goodnight alarm at 8pm	[IN:CREATE_ALARM]
alarm	Create a go to work alarm.	[IN:CREATE_ALARM]
alarm	Create an appointment alarm for 11:30am.	[IN:CREATE_ALARM]
alarm	Set a pick up kids from school alarm for today.	[IN:CREATE_ALARM]
alarm	New wake up alarm for tomorrow morning at 6.	[IN:CREATE_ALARM]
alarm	Create an alarm for plumber arriving tomorrow.	[IN:CREATE_ALARM]
alarm	I need a dinner alarm at 6 tonight.	[IN:CREATE_ALARM]
alarm	Set an alarm to pick up from the airport.	[IN:CREATE_ALARM]
alarm	Make a work break alarm	[IN:CREATE_ALARM]
alarm	Set workout alarm for tomorrow	[IN:CREATE_ALARM]
alarm	Create a wake up alarm for 3am.	[IN:CREATE_ALARM]
alarm	Enable study alarm	[IN:CREATE_ALARM]
alarm	Set a you're going to be late alarm for 8am.	[IN:CREATE_ALARM]
alarm	Make a nap alarm for tomorrow at 3pm	[IN:CREATE_ALARM]
alarm	Make a bed time alarm for 10pm.	[IN:CREATE_ALARM]
alarm	Set an alert alarm for dinner at 7pm	[IN:CREATE_ALARM]
alarm	Set an out the door alarm for work.	[IN:CREATE_ALARM]
alarm	Set a work out alarm for 5am.	[IN:CREATE_ALARM]
alarm	Set wake up call for tomorrow at 6am	[IN:CREATE_ALARM]
alarm	make me a 'check laundry' alarm	[IN:CREATE_ALARM]
alarm	Add alarm called Dinner for Friday at 7pm	[IN:CREATE_ALARM]
alarm	set me an alarm for 4pm on tuesday called 'job interview'	[IN:CREATE_ALARM]
alarm	Set alarm in 1 hour called home	[IN:CREATE_ALARM]
alarm	create an alarm for 8pm and call it dinner	[IN:CREATE_ALARM]
alarm	Create an alarm for Thursday 7th June called holiday	[IN:CREATE_ALARM]
alarm	set a dinner alarm on the 5th of may	[IN:CREATE_ALARM]
alarm	make me an alarm for next friday calldd appointment	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm called 'please no'	[IN:CREATE_ALARM]
alarm	Could you make me a bedtime alarm for 10pm tonight please	[IN:CREATE_ALARM]
alarm	Create an alarm for friday the 15th at 4pm.	[IN:CREATE_ALARM]
alarm	Sleep time alarm 9pm	[IN:CREATE_ALARM]
alarm	Set an alarm called 'sleep time' at 9:30pm tomorrow.	[IN:CREATE_ALARM]
alarm	Lunchtime reminder alarm 1pm	[IN:CREATE_ALARM]
alarm	Set an alarm for 9pm on the 17th of September.	[IN:CREATE_ALARM]
alarm	Alarm for midnight today	[IN:CREATE_ALARM]
alarm	Create a lunch break alarm for tomorrow at 12pm.	[IN:CREATE_ALARM]
alarm	Alarm set for 5:30pm name 'yoga'	[IN:CREATE_ALARM]
alarm	Set a new wake up alarm for 5am	[IN:CREATE_ALARM]
alarm	'yoga' alarm for 5:30pm today	[IN:CREATE_ALARM]
alarm	set an alarm for 8am tomorrow for zoom phonecall	[IN:CREATE_ALARM]
alarm	Alarm now!	[IN:CREATE_ALARM]
alarm	create a new wakeup alarm for Saturday 7am	[IN:CREATE_ALARM]
alarm	'Cooking ready' alarm for 7pm	[IN:CREATE_ALARM]
alarm	create a work alarm called meeting	[IN:CREATE_ALARM]
alarm	Wake me up at 8am	[IN:CREATE_ALARM]
alarm	set a work alarm for 10am tuesday	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me at 2pm	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 9am tomorrow	[IN:CREATE_ALARM]
alarm	Create a tennis alarm.	[IN:CREATE_ALARM]
alarm	Set an alarm for tomorrow morning	[IN:CREATE_ALARM]
alarm	Go to sleep by 10pm	[IN:CREATE_ALARM]
alarm	Set alarm for gym tomorrow	[IN:CREATE_ALARM]
alarm	Set alarm at 3pm to pick up kids	[IN:CREATE_ALARM]
alarm	Set alarm to move the car at 3pm	[IN:CREATE_ALARM]
alarm	Set bedtime alarm for 10pm tonight	[IN:CREATE_ALARM]
alarm	Set an alarm called parking at 3pm	[IN:CREATE_ALARM]
alarm	Set wakeup alarm for 6am tomorrow morning	[IN:CREATE_ALARM]
alarm	Set alarm at 8pm called take pill	[IN:CREATE_ALARM]
alarm	Set alarm for appointment tomorrow at noon	[IN:CREATE_ALARM]
alarm	Schedule and alarm called make dinner	[IN:CREATE_ALARM]
alarm	can you make me an alarm called good morning sunshine at 8:30 tomorrow	[IN:CREATE_ALARM]
alarm	set a reveille alarm at 5am on Wednesday	[IN:CREATE_ALARM]
alarm	create and alarm at 20 to 4 called finish work	[IN:CREATE_ALARM]
alarm	name my alarm at 6pm Go home	[IN:UPDATE_ALARM]
alarm	Set a work alarm	[IN:CREATE_ALARM]
alarm	Set up a skype meeting alarm for 5pm	[IN:CREATE_ALARM]
alarm	Set a meeting alarm at 4pm	[IN:CREATE_ALARM]
alarm	Set a pickup kids alarm for 8pm	[IN:CREATE_ALARM]
alarm	Set an alarm for weekends only at 8am.	[IN:CREATE_ALARM]
alarm	Make an alarm for 7am on the 22nd of this month only.	[IN:CREATE_ALARM]
alarm	I need a take meds alarm for tomorrow morning	[IN:CREATE_ALARM]
alarm	Setup an early reminder call alarm for 5am tomorrow	[IN:CREATE_ALARM]
alarm	Create an alarm for 6pm called 'make dinner'	[IN:CREATE_ALARM]
alarm	Setup an alarm called 'flu shot' for the 13th June	[IN:CREATE_ALARM]
alarm	Set me an alarm for lunch at noon tomorrow.	[IN:CREATE_ALARM]
alarm	New alarm 'pick up kids' at 3pm today.	[IN:CREATE_ALARM]
alarm	Create alarm called 'wake up' at 6am tomorrow.	[IN:CREATE_ALARM]
alarm	New wakeup alarm at 7:30am on Thursday.	[IN:CREATE_ALARM]
alarm	Set dinner alarm at 5pm friday.	[IN:CREATE_ALARM]
alarm	set a lunch alarm at noon	[IN:CREATE_ALARM]
alarm	can give me a buzz at 8pm for gym	[IN:CREATE_ALARM]
alarm	could you set me a business lunch for tomorrow at 3pm	[IN:CREATE_ALARM]
alarm	wake me up at 7am	[IN:CREATE_ALARM]
alarm	Give me a buzz for dinner with Tracey at 8pm	[IN:CREATE_ALARM]
alarm	can you set up an alarm named wake up for 9am	[IN:CREATE_ALARM]
alarm	can you set a homework alarm for Monday at 4pm	[IN:CREATE_ALARM]
alarm	I need an alarm called  study for tomorrow at 2pm	[IN:CREATE_ALARM]
alarm	I need an alarm set for 9am called wake up	[IN:CREATE_ALARM]
alarm	please set shower alarm for 10am tomorrow	[IN:CREATE_ALARM]
alarm	set alarm for dentist for 3pm	[IN:CREATE_ALARM]
alarm	Create school alarm	[IN:CREATE_ALARM]
alarm	new alarm for morning	[IN:CREATE_ALARM]
alarm	create an alarm to pick up the kids for 2:30pm	[IN:CREATE_ALARM]
alarm	set alarm 9pm called dinner	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 6am.	[IN:CREATE_ALARM]
alarm	Make an alarm for 3pm called pick up	[IN:CREATE_ALARM]
alarm	Set an alarm for 4pm called Lara	[IN:CREATE_ALARM]
alarm	Set a medication alarm	[IN:CREATE_ALARM]
alarm	Set a 'wake-up' alarm for 5am tomorrow	[IN:CREATE_ALARM]
alarm	Make an alarm called 'Wake Up' for tomorrow at 6 AM.	[IN:CREATE_ALARM]
alarm	Set sleep alarm for 11pm tonight	[IN:CREATE_ALARM]
alarm	Create an alarm named 'Work Time' for 8 PM tonight	[IN:CREATE_ALARM]
alarm	Set an alarm for 0830 tomorrow for a wake up	[IN:CREATE_ALARM]
alarm	Set a wake up alarm for today at 7	[IN:CREATE_ALARM]
alarm	Remind me to jog at 5am tomorrow	[IN:CREATE_ALARM]
alarm	Place an alarm named 'go to sleep' at 9pm tonight	[IN:CREATE_ALARM]
alarm	Wake me for school at 7 am tomorrow	[IN:CREATE_ALARM]
alarm	Ask me to leave work at 4 pm tomorrow	[IN:CREATE_ALARM]
alarm	Please remind me to pick up the birthday cake at 5 pm today	[IN:CREATE_ALARM]
alarm	Wake me up at 6am every day this week	[IN:CREATE_ALARM]
alarm	Delete all wake up alarms after the 31st June	[IN:DELETE_ALARM]
alarm	Remind me to leave at 4:30pm tomorrow	[IN:CREATE_ALARM]
alarm	Remind me to stand up every 2 hours between 9am and 5pm Monday to Friday	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 9am tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me up	[IN:CREATE_ALARM]
alarm	Friday at 8pm	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me up at 5pm tomorrow	[IN:CREATE_ALARM]
alarm	Set alarm to call doctors	[IN:CREATE_ALARM]
alarm	Make alarm for tomorrow evening at 9pm	[IN:CREATE_ALARM]
alarm	Make a new alarm for the next 4 weeks for 6am	[IN:CREATE_ALARM]
alarm	Create new wake up alarm every 6am for next 4 weeks.	[IN:CREATE_ALARM]
alarm	Please create a new wake up alarm. Make it for the next four weeks at 6am.	[IN:CREATE_ALARM]
alarm	please set an alarm called take meds for tomorrow at 6pm, ta	[IN:CREATE_ALARM]
alarm	Need a takemeds alarm for tonight at 7	[IN:CREATE_ALARM]
alarm	Tell me to 'stop gaming' at 5pm today please	[IN:CREATE_ALARM]
alarm	Set a sleep alarm at 11pm	[IN:CREATE_ALARM]
alarm	Make a wakeup alarm for tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm for tonight at 7pm	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for tomorrow at 4am	[IN:CREATE_ALARM]
alarm	Set a keep quiet alarm from 6pm	[IN:CREATE_ALARM]
alarm	Call Mum on the 7th at 4pm	[IN:CREATE_ALARM]
alarm	Visitors coming tomorrow at 5pm	[IN:CREATE_ALARM]
alarm	Get up at 7am Friday	[IN:CREATE_ALARM]
alarm	Wake me up at 6am Thursday	[IN:CREATE_ALARM]
alarm	Set a wake up alarm at 8am today	[IN:CREATE_ALARM]
alarm	Create an alarm called submit report.	[IN:CREATE_ALARM]
alarm	Make an appointment reminder alarm for tomorrow.	[IN:CREATE_ALARM]
alarm	Set a bedtime alarm for tonight	[IN:CREATE_ALARM]
alarm	set a wakeup alarm for Saturday 6am	[IN:CREATE_ALARM]
alarm	make an alarm for 5 pm called 'work finally over'	[IN:CREATE_ALARM]
alarm	tomorrow at 3 make an alarm to remind me to pick the kids up from school	[IN:CREATE_ALARM]
alarm	set an alarm this day next week for coffee with brian	[IN:CREATE_ALARM]
alarm	I need an alarm tomorrow at 2 30 called dentist appointment	[IN:CREATE_ALARM]
alarm	Set a meeting alarm for friday at 3	[IN:CREATE_ALARM]
alarm	Set baby alarm for the morning please.	[IN:CREATE_ALARM]
alarm	Delete Work alarm for mornings please	[IN:DELETE_ALARM]
alarm	Set Meeting alarm on Friday at 2pm	[IN:CREATE_ALARM]
alarm	Pick up kids alarm for 2pm today please	[IN:CREATE_ALARM]
alarm	Cancel Airport wake up alarm for tomorrow morning	[IN:DELETE_ALARM]
alarm	Establish a leave for work alarm for 7.40am	[IN:CREATE_ALARM]
alarm	Create a wake me up alarm at 6am	[IN:CREATE_ALARM]
alarm	Please set a get up alarm for 7am	[IN:CREATE_ALARM]
alarm	I need an alarm set for 8.20am for leave for school	[IN:CREATE_ALARM]
alarm	Create a get up for work alarm.	[IN:CREATE_ALARM]
alarm	Set a go to the gym alarm for tomorrow at 6am	[IN:CREATE_ALARM]
